Millis,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z
2291406,0.68,0.06,-0.72,0.11,2.11,-9.71,-0.75
2291439,0.68,0.06,-0.72,0.11,2.50,-10.24,-0.97
2291472,0.69,0.06,-0.72,0.10,2.23,-10.48,-0.93
2291504,0.69,0.07,-0.72,0.09,1.94,-10.17,-1.00
2291536,0.69,0.08,-0.72,0.08,1.79,-10.00,-1.05
2291568,0.68,0.09,-0.72,0.07,1.58,-9.96,-1.01
2291600,0.68,0.11,-0.72,0.05,1.21,-9.79,-1.02
2291632,0.68,0.12,-0.72,0.04,0.79,-9.93,-0.99
2291664,0.68,0.13,-0.72,0.03,0.28,-9.86,-0.93
2291696,0.68,0.13,-0.72,0.03,-0.04,-9.88,-0.75
2291728,0.67,0.14,-0.72,0.02,-0.11,-9.74,-0.71
2291760,0.68,0.14,-0.72,0.02,0.09,-9.65,-0.70
2291792,0.68,0.13,-0.72,0.02,0.31,-9.61,-0.73
2291824,0.68,0.13,-0.72,0.01,0.61,-9.57,-0.81
2291856,0.69,0.13,-0.71,0.01,0.71,-9.64,-0.95
2291888,0.70,0.13,-0.71,0.00,0.59,-9.75,-1.14
2291920,0.70,0.12,-0.70,-0.00,0.73,-9.79,-1.25
2291952,0.71,0.12,-0.69,-0.01,0.98,-9.63,-1.31
2291984,0.73,0.12,-0.68,-0.02,0.96,-9.49,-1.40
2292016,0.74,0.13,-0.66,-0.03,0.79,-9.62,-1.51
2292048,0.75,0.13,-0.65,-0.03,0.69,-9.72,-1.68
2292080,0.76,0.13,-0.63,-0.04,0.47,-9.84,-1.87
2292112,0.77,0.13,-0.62,-0.04,0.33,-9.71,-1.97
2292144,0.79,0.14,-0.60,-0.05,0.67,-9.41,-1.99
2292176,0.80,0.14,-0.58,-0.05,1.39,-9.12,-1.90
2292208,0.82,0.14,-0.56,-0.05,2.28,-8.89,-1.73
2292240,0.83,0.15,-0.53,-0.05,3.78,-8.68,-1.60
2292273,0.85,0.15,-0.51,-0.05,5.74,-8.03,-1.31
2292305,0.86,0.15,-0.48,-0.06,6.90,-8.06,-1.25
2292337,0.88,0.15,-0.45,-0.06,7.68,-8.22,-1.06
2292370,0.89,0.15,-0.42,-0.07,8.28,-7.76,-0.80
2292403,0.90,0.15,-0.40,-0.08,8.71,-7.53,-0.64
2292436,0.90,0.15,-0.39,-0.10,8.71,-6.87,-0.57
2292468,0.91,0.15,-0.38,-0.11,8.70,-6.66,-0.58
2292500,0.91,0.14,-0.37,-0.13,8.26,-6.76,-0.54
2292533,0.91,0.14,-0.36,-0.15,7.87,-6.55,-0.44
2292566,0.91,0.14,-0.35,-0.16,7.65,-6.19,-0.20
2292599,0.91,0.14,-0.35,-0.18,7.88,-6.15,0.15
2292632,0.91,0.14,-0.34,-0.20,8.16,-6.14,0.40
2292665,0.91,0.13,-0.33,-0.21,8.12,-6.14,0.72
2292698,0.91,0.13,-0.33,-0.23,8.30,-5.79,0.96
2292731,0.91,0.13,-0.33,-0.24,8.77,-5.71,1.19
2292764,0.90,0.13,-0.32,-0.25,8.80,-5.62,1.37
2292797,0.90,0.12,-0.32,-0.25,9.15,-5.44,1.42
2292830,0.90,0.12,-0.32,-0.26,9.30,-5.61,1.42
2292863,0.91,0.11,-0.32,-0.26,9.50,-5.65,1.21
2292896,0.91,0.10,-0.32,-0.26,9.68,-5.39,0.99
2292929,0.91,0.10,-0.31,-0.25,9.71,-5.22,0.74
2292962,0.91,0.09,-0.31,-0.25,9.23,-5.07,0.34
2292995,0.91,0.09,-0.31,-0.24,8.89,-4.53,-0.33
2293028,0.92,0.08,-0.32,-0.23,8.83,-4.41,-0.82
2293061,0.92,0.08,-0.32,-0.22,8.98,-4.31,-1.27
2293094,0.92,0.07,-0.32,-0.21,8.86,-4.00,-1.83
2293127,0.92,0.07,-0.32,-0.20,9.03,-3.60,-2.68
2293160,0.92,0.06,-0.33,-0.19,9.07,-3.73,-3.29
2293193,0.92,0.06,-0.34,-0.18,8.95,-3.74,-3.61
2293226,0.92,0.06,-0.36,-0.17,8.13,-3.26,-3.75
2293259,0.91,0.05,-0.38,-0.15,7.85,-2.73,-3.63
2293292,0.90,0.05,-0.40,-0.14,7.38,-3.97,-3.43
2293325,0.89,0.04,-0.43,-0.12,7.52,-3.84,-3.36
2293358,0.88,0.04,-0.45,-0.10,7.32,-4.98,-3.22
2293391,0.87,0.03,-0.48,-0.09,6.88,-5.94,-3.25
2293424,0.86,0.03,-0.50,-0.07,6.90,-6.72,-3.34
2293457,0.85,0.03,-0.52,-0.05,6.56,-7.26,-3.38
2293489,0.84,0.03,-0.54,-0.04,5.92,-8.23,-3.56
2293521,0.83,0.03,-0.56,-0.03,5.25,-9.12,-3.60
2293553,0.82,0.03,-0.58,-0.02,4.37,-10.45,-3.40
2293586,0.80,0.03,-0.59,-0.01,3.88,-10.95,-3.24
2293619,0.79,0.04,-0.61,0.01,3.35,-11.34,-3.09
2293652,0.78,0.04,-0.62,0.02,3.12,-11.44,-2.79
2293685,0.78,0.04,-0.63,0.04,2.95,-10.50,-2.07
2293718,0.77,0.05,-0.64,0.05,1.98,-9.52,-1.42
2293751,0.76,0.06,-0.65,0.07,1.76,-8.92,-0.89
2293783,0.75,0.08,-0.65,0.09,1.00,-8.54,-0.48
2293816,0.73,0.09,-0.66,0.11,0.56,-8.17,-0.03
2293849,0.72,0.11,-0.67,0.14,0.32,-8.63,0.77
2293882,0.70,0.12,-0.68,0.16,-0.23,-8.87,1.53
2293915,0.69,0.14,-0.69,0.18,-0.90,-9.22,2.19
2293948,0.67,0.15,-0.70,0.20,-1.62,-9.68,2.65
2293981,0.65,0.15,-0.71,0.22,-2.03,-9.85,3.32
2294014,0.64,0.15,-0.72,0.23,-2.29,-9.60,3.48
2294046,0.63,0.14,-0.73,0.24,-2.14,-9.19,3.52
2294079,0.62,0.14,-0.73,0.25,-1.99,-9.02,3.54
2294112,0.62,0.13,-0.73,0.26,-1.79,-8.90,3.39
2294145,0.62,0.12,-0.73,0.26,-1.46,-8.83,3.16
2294178,0.62,0.11,-0.73,0.26,-1.22,-9.11,2.94
2294211,0.63,0.10,-0.73,0.26,-0.94,-9.53,2.62
2294244,0.63,0.09,-0.72,0.26,-0.73,-9.93,2.45
2294277,0.64,0.09,-0.72,0.26,-0.18,-10.10,2.32
2294309,0.64,0.08,-0.72,0.25,0.03,-10.00,2.10
2294341,0.65,0.08,-0.72,0.25,0.11,-9.93,1.94
2294373,0.65,0.08,-0.72,0.24,-0.00,-9.91,1.78
2294406,0.65,0.08,-0.72,0.23,0.08,-10.01,1.58
2294438,0.65,0.08,-0.72,0.22,0.11,-10.00,1.13
2294470,0.65,0.09,-0.72,0.21,0.31,-9.53,0.88
2294503,0.66,0.09,-0.72,0.20,-0.11,-9.33,0.55
2294535,0.68,0.09,-0.70,0.18,-0.48,-9.53,0.34
2294567,0.71,0.09,-0.68,0.17,-0.25,-10.21,-0.10
2294599,0.73,0.09,-0.66,0.15,0.28,-10.43,-0.20
2294632,0.76,0.09,-0.63,0.14,1.49,-10.69,-0.16
2294664,0.77,0.10,-0.62,0.13,2.57,-10.34,-0.13
2294696,0.78,0.11,-0.60,0.12,2.95,-10.19,-0.02
2294728,0.79,0.11,-0.59,0.11,2.85,-10.09,0.21
2294760,0.80,0.12,-0.58,0.10,2.48,-9.74,0.34
2294792,0.80,0.12,-0.58,0.09,2.44,-9.54,0.41
2294824,0.80,0.13,-0.57,0.09,2.58,-9.54,0.50
2294856,0.81,0.12,-0.57,0.09,2.57,-9.65,0.57
2294888,0.81,0.12,-0.57,0.10,2.68,-9.35,0.45
2294920,0.81,0.11,-0.57,0.10,2.88,-9.66,0.27
2294952,0.81,0.11,-0.57,0.10,3.06,-9.62,0.17
2294985,0.80,0.10,-0.58,0.11,3.05,-9.57,-0.02
2295017,0.80,0.09,-0.58,0.11,2.95,-9.87,-0.19
2295050,0.80,0.09,-0.58,0.11,2.75,-9.98,-0.30
2295083,0.80,0.09,-0.59,0.12,2.49,-10.04,-0.40
2295116,0.79,0.08,-0.59,0.12,2.20,-10.21,-0.38
2295149,0.79,0.08,-0.60,0.12,1.87,-10.23,-0.21
2295182,0.78,0.08,-0.60,0.13,1.48,-9.95,-0.12
2295215,0.78,0.08,-0.61,0.14,1.19,-9.85,-0.01
2295248,0.77,0.08,-0.61,0.14,0.81,-9.76,0.12
2295280,0.77,0.08,-0.62,0.15,0.58,-9.97,0.11
2295313,0.76,0.08,-0.62,0.15,0.61,-9.82,0.09
2295345,0.76,0.07,-0.63,0.16,0.74,-9.74,0.02
2295377,0.75,0.07,-0.63,0.16,0.81,-9.97,-0.03
2295410,0.75,0.07,-0.63,0.17,0.83,-10.17,0.00
2295443,0.75,0.06,-0.64,0.17,0.81,-10.25,0.01
2295476,0.75,0.06,-0.64,0.17,0.68,-9.81,0.01
2295509,0.75,0.06,-0.64,0.17,0.56,-9.82,-0.09
2295542,0.75,0.06,-0.64,0.17,0.39,-10.02,-0.16
2295574,0.75,0.06,-0.63,0.17,0.33,-10.13,-0.13
2295606,0.75,0.06,-0.63,0.18,0.44,-10.23,-0.09
2295638,0.75,0.06,-0.63,0.18,0.62,-10.05,0.01
2295676,0.75,0.06,-0.63,0.18,0.76,-10.07,0.07
2295708,0.75,0.06,-0.63,0.18,0.72,-9.97,0.07
2295741,0.75,0.06,-0.63,0.18,0.53,-9.98,0.05
2295774,0.75,0.06,-0.63,0.18,0.44,-10.13,0.00
2295807,0.76,0.06,-0.63,0.19,0.53,-10.07,0.04
2295840,0.76,0.06,-0.62,0.19,0.53,-9.99,0.06
2295872,0.76,0.06,-0.62,0.19,0.58,-9.95,0.07
2295904,0.76,0.06,-0.62,0.19,0.63,-9.89,0.17
2295937,0.77,0.05,-0.61,0.19,0.68,-9.88,0.30
2295970,0.77,0.05,-0.61,0.18,0.67,-9.74,0.36
2296003,0.78,0.05,-0.60,0.18,0.74,-9.91,0.27
2296036,0.78,0.05,-0.60,0.17,0.79,-9.97,0.21
2296069,0.79,0.05,-0.59,0.17,0.85,-10.00,0.15
2296102,0.79,0.04,-0.58,0.16,1.02,-9.94,0.03
2296134,0.80,0.04,-0.58,0.15,1.13,-9.93,-0.11
2296167,0.80,0.04,-0.57,0.15,1.19,-10.05,-0.29
2296200,0.81,0.04,-0.57,0.14,1.22,-10.19,-0.40
2296233,0.81,0.03,-0.56,0.14,1.33,-10.04,-0.46
2296266,0.82,0.03,-0.56,0.13,1.49,-10.18,-0.50
2296299,0.82,0.03,-0.56,0.13,1.64,-10.02,-0.55
2296332,0.82,0.03,-0.56,0.13,1.65,-9.95,-0.58
2296365,0.82,0.02,-0.56,0.12,1.64,-9.94,-0.65
2296397,0.82,0.02,-0.56,0.12,1.64,-9.73,-0.73
2296429,0.82,0.02,-0.56,0.12,1.62,-9.70,-0.88
2296461,0.82,0.01,-0.56,0.11,1.64,-9.55,-1.15
2296494,0.82,0.01,-0.56,0.11,1.51,-9.69,-1.36
2296527,0.82,0.00,-0.56,0.11,1.46,-9.79,-1.54
2296560,0.82,-0.00,-0.55,0.11,1.57,-9.88,-1.61
2296593,0.83,-0.00,-0.55,0.11,1.61,-9.90,-1.71
2296626,0.83,-0.01,-0.55,0.11,1.51,-9.91,-1.70
2296658,0.83,-0.01,-0.55,0.12,1.35,-9.97,-1.74
2296690,0.83,-0.01,-0.55,0.12,1.17,-9.83,-1.67
2296723,0.83,-0.02,-0.55,0.12,1.12,-9.63,-1.65
2296756,0.83,-0.02,-0.55,0.13,1.14,-9.44,-1.75
2296789,0.83,-0.02,-0.55,0.13,1.16,-9.19,-1.91
2296822,0.83,-0.03,-0.55,0.13,1.07,-9.33,-2.16
2296855,0.83,-0.03,-0.54,0.12,1.24,-9.42,-2.34
2296888,0.83,-0.04,-0.54,0.12,1.41,-9.54,-2.54
2296920,0.83,-0.04,-0.54,0.11,1.28,-10.05,-2.53
2296952,0.84,-0.04,-0.53,0.11,1.12,-9.96,-2.65
2296985,0.84,-0.04,-0.53,0.11,0.85,-10.08,-2.65
2297018,0.84,-0.05,-0.53,0.11,1.00,-9.96,-2.64
2297051,0.84,-0.05,-0.52,0.11,1.31,-9.76,-2.62
2297084,0.84,-0.04,-0.52,0.11,1.57,-9.93,-2.56
2297117,0.84,-0.04,-0.52,0.12,1.61,-9.48,-2.61
2297150,0.85,-0.04,-0.52,0.12,1.60,-9.01,-2.70
2297182,0.85,-0.03,-0.51,0.12,1.70,-8.97,-2.78
2297214,0.85,-0.03,-0.51,0.12,1.90,-9.67,-2.78
2297247,0.86,-0.02,-0.50,0.12,2.33,-9.86,-2.67
2297280,0.86,-0.02,-0.50,0.13,2.29,-9.90,-2.28
2297313,0.85,-0.01,-0.50,0.14,1.82,-10.35,-1.73
2297346,0.85,-0.01,-0.50,0.15,1.65,-10.37,-1.08
2297379,0.85,-0.00,-0.51,0.16,1.60,-9.66,-0.82
2297412,0.84,0.00,-0.51,0.16,1.25,-9.16,-0.90
2297445,0.84,0.00,-0.52,0.16,0.99,-8.88,-1.26
2297478,0.84,0.00,-0.52,0.17,0.42,-10.49,-1.52
2297511,0.83,0.01,-0.53,0.17,0.12,-10.57,-1.08
2297544,0.83,0.01,-0.53,0.18,0.29,-9.95,-0.80
2297577,0.83,0.01,-0.53,0.18,0.32,-10.16,-0.60
2297610,0.83,0.01,-0.53,0.19,0.74,-9.49,-0.67
2297642,0.83,0.01,-0.53,0.19,0.46,-9.36,-0.89
2297674,0.82,0.01,-0.53,0.19,-0.01,-9.86,-1.14
2297707,0.82,0.02,-0.53,0.19,-0.01,-10.17,-1.25
2297740,0.83,0.02,-0.53,0.19,0.12,-9.98,-1.27
2297773,0.83,0.02,-0.53,0.19,0.40,-9.83,-1.09
2297806,0.83,0.02,-0.53,0.18,0.34,-9.93,-1.07
2297839,0.83,0.03,-0.53,0.18,0.01,-9.73,-1.04
2297872,0.83,0.03,-0.53,0.17,-0.37,-9.82,-1.00
2297905,0.83,0.03,-0.52,0.17,-0.50,-10.03,-0.89
2297938,0.84,0.03,-0.51,0.17,-0.31,-10.32,-0.79
2297970,0.85,0.03,-0.51,0.17,0.18,-10.06,-0.82
2298002,0.85,0.02,-0.50,0.16,0.51,-9.45,-1.15
2298035,0.86,0.02,-0.49,0.16,0.40,-9.37,-1.42
2298068,0.86,0.02,-0.48,0.15,0.41,-10.00,-1.52
2298101,0.86,0.02,-0.48,0.15,0.67,-10.26,-1.51
2298134,0.87,0.02,-0.47,0.15,0.91,-10.00,-1.51
2298167,0.87,0.02,-0.47,0.15,0.91,-10.15,-1.49
2298200,0.87,0.02,-0.47,0.15,0.89,-10.15,-1.35
2298232,0.87,0.03,-0.46,0.15,1.02,-9.41,-1.21
2298264,0.87,0.03,-0.46,0.15,1.31,-9.60,-1.12
2298297,0.88,0.03,-0.46,0.15,1.60,-9.90,-0.95
2298330,0.88,0.04,-0.45,0.16,1.98,-9.98,-0.93
2298363,0.88,0.04,-0.45,0.15,1.75,-9.89,-0.76
2298396,0.88,0.05,-0.45,0.15,0.84,-9.95,-0.68
2298429,0.88,0.05,-0.45,0.15,0.54,-9.99,-0.61
2298462,0.88,0.05,-0.45,0.15,0.56,-9.85,-0.55
2298494,0.88,0.05,-0.45,0.16,0.57,-9.71,-0.40
2298527,0.88,0.05,-0.45,0.16,0.67,-9.92,-0.26
2298560,0.88,0.05,-0.45,0.17,0.76,-10.16,-0.26
2298593,0.88,0.05,-0.45,0.17,0.67,-9.87,-0.24
2298625,0.88,0.05,-0.45,0.17,0.55,-10.04,-0.32
2298658,0.88,0.04,-0.45,0.18,0.63,-9.87,-0.46
2298691,0.88,0.04,-0.45,0.17,0.60,-9.75,-0.67
2298724,0.88,0.04,-0.45,0.17,0.48,-10.00,-0.86
2298756,0.88,0.04,-0.44,0.17,0.54,-10.03,-1.04
2298789,0.88,0.03,-0.44,0.17,0.53,-9.98,-1.22
2298822,0.88,0.03,-0.44,0.16,0.47,-10.11,-1.23
2298855,0.88,0.03,-0.44,0.16,0.65,-9.95,-1.24
2298888,0.89,0.03,-0.43,0.16,0.62,-10.16,-1.27
2298921,0.89,0.03,-0.43,0.16,0.50,-10.24,-1.17
2298954,0.89,0.03,-0.43,0.16,0.45,-10.07,-1.05
2298987,0.89,0.03,-0.43,0.16,0.56,-9.78,-1.04
2299020,0.89,0.03,-0.42,0.16,0.72,-9.53,-1.03
2299053,0.89,0.03,-0.42,0.16,0.78,-9.65,-0.97
2299086,0.90,0.03,-0.41,0.16,1.04,-10.00,-0.88
2299118,0.90,0.04,-0.40,0.16,1.35,-9.96,-0.81
2299151,0.91,0.04,-0.38,0.15,1.65,-9.86,-0.75
2299184,0.92,0.04,-0.37,0.14,2.00,-9.91,-0.70
2299217,0.92,0.05,-0.36,0.13,2.04,-10.06,-0.78
2299250,0.93,0.05,-0.34,0.12,2.11,-9.85,-0.78
2299282,0.93,0.05,-0.33,0.11,2.08,-9.66,-0.71
2299314,0.94,0.06,-0.33,0.10,2.13,-9.62,-0.68
2299347,0.94,0.06,-0.33,0.09,2.14,-9.68,-0.65
2299380,0.94,0.06,-0.32,0.09,2.02,-9.70,-0.70
2299413,0.94,0.05,-0.32,0.09,2.10,-9.79,-0.79
2299446,0.94,0.05,-0.33,0.09,2.17,-9.76,-0.88
2299479,0.94,0.05,-0.33,0.09,2.11,-9.72,-0.93
2299512,0.94,0.05,-0.33,0.09,1.92,-9.77,-1.00
2299544,0.94,0.04,-0.33,0.09,1.80,-9.93,-1.10
2299576,0.94,0.04,-0.34,0.09,1.66,-9.97,-1.19
2299609,0.94,0.04,-0.34,0.10,1.57,-9.96,-1.19
2299642,0.93,0.04,-0.34,0.10,1.45,-10.05,-1.21
2299674,0.93,0.04,-0.34,0.10,1.43,-9.93,-1.17
2299707,0.93,0.04,-0.34,0.11,1.39,-9.92,-1.14
2299740,0.93,0.04,-0.34,0.11,1.41,-9.81,-1.11
2299773,0.93,0.04,-0.34,0.11,1.36,-9.73,-1.07
2299806,0.93,0.04,-0.34,0.11,1.23,-9.92,-1.01
2299839,0.93,0.04,-0.34,0.11,1.14,-9.95,-1.02
2299872,0.93,0.04,-0.34,0.12,1.19,-9.93,-0.96
2299905,0.93,0.04,-0.34,0.12,1.08,-9.95,-0.94
2299938,0.93,0.05,-0.34,0.12,1.03,-9.93,-0.98
2299971,0.93,0.05,-0.34,0.12,0.95,-9.97,-0.99
2300004,0.93,0.05,-0.34,0.12,0.88,-10.01,-0.96
2300037,0.93,0.05,-0.34,0.12,0.83,-9.93,-0.92
2300070,0.93,0.05,-0.34,0.12,0.78,-9.92,-0.89
2300103,0.93,0.05,-0.33,0.12,0.66,-10.05,-0.83
2300136,0.93,0.06,-0.33,0.12,0.63,-9.92,-0.84
2300169,0.93,0.06,-0.33,0.12,0.66,-9.91,-0.74
2300202,0.94,0.06,-0.33,0.12,0.67,-9.92,-0.73
2300235,0.94,0.06,-0.32,0.12,0.79,-9.97,-0.71
2300268,0.94,0.06,-0.32,0.12,0.86,-9.96,-0.62
2300301,0.94,0.06,-0.32,0.12,0.83,-10.02,-0.57
2300333,0.94,0.06,-0.31,0.12,0.85,-9.97,-0.56
2300365,0.94,0.06,-0.31,0.12,0.80,-10.03,-0.52
2300398,0.94,0.06,-0.31,0.12,0.82,-9.97,-0.58
2300431,0.94,0.06,-0.31,0.12,0.65,-9.96,-0.59
2300464,0.94,0.06,-0.31,0.12,0.70,-9.99,-0.60
2300497,0.94,0.06,-0.31,0.12,0.70,-9.93,-0.56
2300530,0.94,0.06,-0.30,0.12,0.67,-9.98,-0.57
2300563,0.94,0.06,-0.30,0.12,0.75,-10.01,-0.54
2300595,0.95,0.06,-0.30,0.12,0.79,-10.02,-0.53
2300627,0.95,0.06,-0.29,0.12,0.62,-9.96,-0.57
2300660,0.95,0.06,-0.29,0.12,0.32,-10.30,-0.55
2300693,0.95,0.06,-0.29,0.12,0.38,-9.97,-0.48
2300726,0.95,0.06,-0.29,0.12,0.60,-9.95,-0.55
2300759,0.95,0.06,-0.29,0.12,0.78,-10.10,-0.59
2300792,0.95,0.06,-0.29,0.12,0.86,-9.84,-0.54
2300825,0.95,0.06,-0.29,0.12,0.53,-9.97,-0.60
2300857,0.95,0.06,-0.29,0.12,0.49,-10.17,-0.48
2300889,0.95,0.06,-0.29,0.12,0.38,-9.85,-0.60
2300922,0.95,0.06,-0.29,0.11,0.16,-9.83,-0.68
2300955,0.95,0.06,-0.28,0.11,0.18,-9.96,-0.72
2300988,0.95,0.06,-0.28,0.11,0.15,-10.10,-0.72
2301021,0.95,0.06,-0.28,0.11,0.16,-10.09,-0.75
2301054,0.95,0.06,-0.27,0.11,0.34,-10.05,-0.70
2301087,0.95,0.06,-0.27,0.11,0.48,-10.05,-0.62
2301119,0.96,0.06,-0.26,0.11,0.56,-10.02,-0.55
2301152,0.96,0.06,-0.26,0.11,0.55,-10.00,-0.50
2301185,0.96,0.06,-0.25,0.11,0.57,-10.06,-0.51
2301217,0.96,0.06,-0.25,0.11,0.62,-9.97,-0.49
2301250,0.96,0.06,-0.24,0.11,0.61,-9.97,-0.49
2301283,0.96,0.06,-0.24,0.11,0.64,-10.02,-0.55
2301316,0.96,0.06,-0.24,0.11,0.70,-10.02,-0.55
2301349,0.96,0.06,-0.23,0.11,0.80,-10.05,-0.53
2301381,0.96,0.06,-0.23,0.11,0.87,-10.04,-0.49
2301414,0.97,0.06,-0.23,0.11,0.89,-9.99,-0.47
2301447,0.97,0.06,-0.22,0.11,0.94,-9.98,-0.47
2301480,0.97,0.06,-0.22,0.11,0.86,-10.01,-0.47
2301513,0.97,0.06,-0.22,0.11,0.77,-10.01,-0.53
2301546,0.97,0.06,-0.21,0.11,0.64,-9.96,-0.53
2301579,0.97,0.06,-0.21,0.11,0.56,-9.95,-0.57
2301612,0.97,0.06,-0.21,0.10,0.57,-9.96,-0.61
2301644,0.97,0.05,-0.20,0.11,0.69,-9.98,-0.66
2301676,0.97,0.05,-0.20,0.10,1.01,-9.99,-0.65
2301709,0.97,0.05,-0.20,0.10,1.28,-10.10,-0.65
2301742,0.97,0.05,-0.20,0.10,1.15,-9.95,-0.68
2301775,0.97,0.05,-0.20,0.09,0.87,-10.06,-0.71
2301808,0.97,0.05,-0.20,0.09,0.53,-10.07,-0.73
2301841,0.97,0.05,-0.20,0.09,0.31,-9.95,-0.71
2301874,0.97,0.05,-0.20,0.08,0.14,-9.94,-0.76
2301906,0.97,0.05,-0.20,0.08,0.14,-9.87,-0.74
2301939,0.97,0.05,-0.20,0.08,0.13,-9.84,-0.78
2301972,0.98,0.05,-0.20,0.08,0.16,-9.90,-0.81
2302005,0.98,0.05,-0.20,0.08,0.09,-9.96,-0.83
2302038,0.98,0.04,-0.19,0.09,0.13,-9.91,-0.88
2302071,0.98,0.04,-0.19,0.08,0.23,-9.97,-0.96
2302103,0.98,0.04,-0.18,0.08,0.43,-10.22,-0.94
2302136,0.98,0.04,-0.18,0.08,0.45,-10.11,-0.89
2302169,0.98,0.04,-0.17,0.08,0.37,-10.08,-0.89
2302202,0.98,0.04,-0.17,0.08,0.32,-10.06,-0.87
2302235,0.98,0.05,-0.16,0.08,0.27,-9.96,-0.87
2302268,0.98,0.05,-0.15,0.08,0.59,-9.81,-0.77
2302301,0.98,0.05,-0.15,0.08,0.95,-9.60,-0.72
2302334,0.99,0.05,-0.14,0.08,1.21,-10.08,-0.73
2302367,0.99,0.05,-0.14,0.08,1.34,-10.17,-0.73
2302400,0.99,0.05,-0.14,0.08,1.12,-9.98,-0.80
2302433,0.99,0.05,-0.13,0.07,0.80,-9.99,-0.86
2302466,0.99,0.05,-0.13,0.07,0.42,-10.06,-0.89
2302499,0.99,0.05,-0.13,0.07,0.17,-10.01,-0.86
2302532,0.99,0.05,-0.13,0.07,0.16,-10.02,-0.88
2302565,0.99,0.05,-0.13,0.07,0.49,-9.98,-0.79
2302598,0.99,0.05,-0.13,0.07,0.85,-9.87,-0.76
2302631,0.99,0.05,-0.12,0.07,1.05,-9.75,-0.77
2302664,0.99,0.05,-0.12,0.07,1.00,-9.94,-0.83
2302697,0.99,0.05,-0.12,0.06,0.80,-10.08,-0.82
2302730,0.99,0.05,-0.12,0.06,0.35,-10.29,-0.88
2302763,0.99,0.05,-0.11,0.06,0.14,-10.06,-0.86
2302796,0.99,0.05,-0.11,0.06,0.10,-9.90,-0.88
2302829,0.99,0.05,-0.11,0.06,0.62,-9.84,-0.85
2302862,0.99,0.05,-0.11,0.06,1.11,-10.02,-0.77
2302895,0.99,0.05,-0.10,0.06,1.19,-10.19,-0.71
2302928,0.99,0.05,-0.10,0.05,0.68,-10.00,-0.71
2302960,0.99,0.05,-0.10,0.05,0.24,-9.86,-0.70
2302992,0.99,0.05,-0.10,0.04,0.00,-9.88,-0.71
2303024,0.99,0.05,-0.09,0.04,0.07,-9.98,-0.73
2303057,0.99,0.05,-0.09,0.05,0.24,-9.98,-0.71
2303090,0.99,0.05,-0.09,0.05,0.54,-10.01,-0.73
2303123,0.99,0.05,-0.09,0.05,0.62,-10.05,-0.78
2303156,0.99,0.05,-0.09,0.05,0.57,-10.07,-0.76
2303189,0.99,0.05,-0.09,0.05,0.45,-10.02,-0.78
2303221,0.99,0.05,-0.08,0.05,0.37,-9.98,-0.80
2303253,0.99,0.05,-0.08,0.04,0.24,-9.93,-0.79
2303286,0.99,0.05,-0.08,0.04,0.09,-9.95,-0.78
2303319,0.99,0.05,-0.08,0.04,0.10,-9.97,-0.78
2303352,1.00,0.05,-0.08,0.04,0.11,-10.04,-0.77
2303385,1.00,0.05,-0.07,0.04,0.19,-9.98,-0.72
2303418,1.00,0.05,-0.07,0.04,0.34,-10.00,-0.70
2303451,1.00,0.05,-0.07,0.04,0.34,-10.01,-0.71
2303483,1.00,0.04,-0.07,0.04,-0.14,-10.26,-0.70
2303515,1.00,0.04,-0.07,0.04,-0.67,-10.21,-0.83
2303548,0.99,0.05,-0.08,0.04,0.25,-9.86,-0.68
2303581,0.99,0.05,-0.08,0.04,0.24,-9.60,-0.72
2303614,1.00,0.05,-0.07,0.04,0.05,-9.84,-0.70
2303647,1.00,0.04,-0.07,0.04,-0.20,-10.13,-0.62
2303680,1.00,0.04,-0.06,0.04,-0.30,-9.92,-0.73
2303713,1.00,0.04,-0.06,0.04,-0.18,-10.12,-0.71
2303745,1.00,0.04,-0.06,0.04,-0.27,-9.96,-0.75
2303778,1.00,0.04,-0.05,0.03,-0.22,-10.05,-0.75
2303811,1.00,0.04,-0.05,0.03,-0.11,-10.01,-0.75
2303844,1.00,0.04,-0.05,0.03,-0.06,-10.00,-0.75
2303877,1.00,0.04,-0.04,0.03,0.01,-9.99,-0.71
2303910,1.00,0.04,-0.04,0.03,0.11,-9.97,-0.67
2303943,1.00,0.04,-0.03,0.03,0.17,-10.00,-0.64
2303976,1.00,0.04,-0.03,0.03,0.20,-9.96,-0.63
2304008,1.00,0.04,-0.03,0.03,0.16,-10.00,-0.65
2304040,1.00,0.04,-0.02,0.02,0.12,-10.03,-0.67
2304073,1.00,0.04,-0.02,0.02,0.03,-10.11,-0.67
2304105,1.00,0.04,-0.03,0.02,0.09,-10.26,-0.73
2304138,1.00,0.04,-0.03,0.02,-0.29,-10.13,-0.72
2304171,1.00,0.04,-0.04,0.02,-0.56,-9.77,-0.67
2304203,1.00,0.04,-0.05,0.02,-0.81,-9.59,-0.66
2304236,1.00,0.04,-0.05,0.02,-0.94,-9.49,-0.62
2304268,1.00,0.04,-0.04,0.01,-0.90,-9.49,-0.59
2304300,1.00,0.03,-0.03,0.01,-1.07,-10.14,-0.69
2304333,1.00,0.03,-0.02,0.01,-0.64,-10.22,-0.78
2304366,1.00,0.03,-0.01,0.01,-0.24,-10.05,-0.80
